Sale_ID,Region,Cookie_Variety,Total_Boxes_Purchased,Sales_Amount,Sale_Date,Customer_ID,Age_Group,Gender,Household_Income,Family_Size,Customer_City,Customer_State,Price_Per_Box,Loyalty_Program_Participation,Preferred_Sales_Channel,Preferred_Payment_Method,Satisfaction_Rating,Troop_ID,Troop_Size,Troop_Leader_Name,Channel_Type
8134,Northeast,Lemonades,3,18,6/26/2024,1158,26-35,Male,$150-200k,5,Queens, NY,6,No,Online,Credit Card,1,4032,17,Elena,Door-to-Door
8135,Southeast,Toffee-tastic,5,30,5/20/2024,1078,26-35,Male,$50-100k,6,Alpharetta, GA,6,Yes,Booth,Mobile Payment,4,20626,8,Nia,Door-to-Door
8136,Northeast,Thin Mints,6,36,8/24/2024,1104,18-25,Female,$50-100k,6,Wilkes-Barre, PA,6,No,Online,Cash,5,30130,18,Emilia,Door-to-Door
8137,Northeast,Samoas,4,24,3/2/2024,1429,26-35,Female,<$50k,6,New Britain, CT,6,No,Online,Credit Card,3,66731,18,Brianna,Online
8138,South,Toast-Yay!,8,48,5/15/2024,1484,18-25,Female,$150-200k,5,Collierville, TN,6,No,Online,Mobile Payment,1,13258,11,Ava,Door-to-Door
8139,West,Thin Mints,6,36,3/4/2024,1279,46-55,Male,$100-150k,5,Portland, OR,6,No,Online,Mobile Payment,3,10457,8,Eliana,Booth
8140,Southeast,Lemon-Ups,7,42,2/21/2024,1449,26-35,Female,$150-200k,5,Garner, NC,6,No,Booth,Cash,2,324,16,Charlotte,Door-to-Door
8141,Northeast,Do-si-dos,9,54,5/11/2024,1424,36-45,Female,$150-200k,3,Colonie, NY,6,No,Door-to-Door,Mobile Payment,2,1014,15,Chloe,Online
8142,West,Lemon-Ups,1,6,3/17/2024,1172,18-25,Female,$100-150k,2,Las Vegas, NV,6,No,Online,Credit Card,1,676,20,Victoria,Booth
8143,West,Tagalongs,1,6,2/6/2024,1167,26-35,Male,$100-150k,3,Portland, OR,6,No,Online,Credit Card,3,10457,8,Eliana,Booth
8144,Northeast,Tagalongs,10,60,10/17/2024,1229,36-45,Male,$150-200k,3,New Britain, CT,6,No,Door-to-Door,Credit Card,5,66731,16,Brianna,Online
8145,Northeast,Samoas,7,42,2/17/2024,1335,18-25,Male,<$50k,4,Chevy Chase, MD,6,Yes,Door-to-Door,Credit Card,4,34145,14,Samantha,Booth
8146,South,Girl Scout S'mores,1,6,10/10/2024,1211,18-25,Female,$150-200k,3,Irving, TX,6,Yes,Door-to-Door,Credit Card,1,2278,8,Nora,Booth
8147,Northeast,Do-si-dos,10,60,10/16/2024,1429,26-35,Female,<$50k,6,New Britain, CT,6,Yes,Booth,Credit Card,1,66731,18,Brianna,Online
8148,Northeast,Trefoils,9,54,5/13/2024,1220,18-25,Female,$100-150k,4,Bethesda, MD,6,Yes,Door-to-Door,Cash,4,2059,14,Roxy,Online
8149,Northeast,Toffee-tastic,10,60,10/9/2024,1453,46-55,Female,<$50k,5,Hoboken, NJ,6,No,Online,Mobile Payment,2,12019,17,Layla,Door-to-Door
8150,Southeast,Samoas,8,48,6/17/2024,1049,18-25,Female,$100-150k,4,Raleigh, NC,6,Yes,Online,Cash,5,1048,16,Josephine,Door-to-Door
8151,South,Tagalongs,9,54,1/9/2024,1248,36-45,Male,$100-150k,3,Yukon, OK,6,Yes,Booth,Cash,2,358,18,Quinn,Booth
8152,South,Samoas,9,54,10/18/2024,1484,18-25,Female,$150-200k,5,Collierville, TN,6,Yes,Door-to-Door,Credit Card,3,13258,11,Ava,Booth
8153,Southeast,Samoas,6,36,10/12/2024,1115,36-45,Male,$150-200k,2,Charleston, SC,6,No,Booth,Mobile Payment,2,3618,17,Jayla,Door-to-Door
8154,South,Toast-Yay!,8,48,10/22/2024,1173,18-25,Male,<$50k,6,Memphis, TN,6,Yes,Online,Mobile Payment,4,10543,11,Violet,Booth
8155,South,Samoas,10,60,2/1/2024,1471,26-35,Female,<$50k,3,Choctaw, OK,6,No,Door-to-Door,Mobile Payment,2,371,12,Mecca,Booth
8156,West,Tagalongs,10,60,3/26/2024,1197,36-45,Male,$150-200k,6,Henderson, NV,6,Yes,Door-to-Door,Cash,5,79,20,Abigail,Online
8157,South,Thin Mints,5,30,8/7/2024,1274,18-25,Female,<$50k,4,Dallas, TX,6,No,Door-to-Door,Credit Card,5,3352,8,Emily,Booth
8158,Southeast,Lemon-Ups,2,12,4/9/2024,1332,46-55,Male,$50-100k,3,Huntersville, NC,6,No,Booth,Mobile Payment,3,3491,12,Gabriella,Door-to-Door
8159,South,Thin Mints,10,60,1/16/2024,1032,46-55,Male,$100-150k,4,Oklahoma City, OK,6,No,Booth,Credit Card,4,3115,15,Savannah,Door-to-Door
8160,Northeast,Lemon-Ups,7,42,1/30/2024,1081,18-25,Female,<$50k,2,Scranton, PA,6,No,Booth,Cash,5,52145,18,Willow,Online
8161,Southeast,Thin Mints,1,6,1/25/2024,1207,18-25,Male,<$50k,6,Miami, FL,6,Yes,Booth,Mobile Payment,5,2417,10,Ruby,Door-to-Door
8162,Southeast,Samoas,1,6,5/17/2024,1315,26-35,Male,<$50k,3,Milton, GA,6,Yes,Booth,Credit Card,3,18529,8,Claire,Booth
8163,South,Samoas,8,48,6/14/2024,1398,26-35,Female,$50-100k,6,Collierville, TN,6,Yes,Booth,Mobile Payment,2,13258,11,Ava,Online
8164,West,Samoas,1,6,3/19/2024,1231,18-25,Female,$50-100k,6,Paradise, NV,6,No,Door-to-Door,Mobile Payment,4,396,20,Leah,Booth
8165,Southeast,Samoas,3,18,2/13/2024,1078,26-35,Male,$50-100k,6,Alpharetta, GA,6,Yes,Booth,Mobile Payment,1,20626,8,Nia,Online
8166,Southeast,Tagalongs,7,42,1/9/2024,1262,36-45,Female,$100-150k,6,Alpharetta, GA,6,Yes,Door-to-Door,Credit Card,2,20626,8,Nia,Booth
8167,South,Thin Mints,9,54,6/3/2024,1161,36-45,Female,$50-100k,3,Irving, TX,6,No,Door-to-Door,Cash,1,2278,8,Nora,Online
8168,South,Thin Mints,9,54,5/10/2024,1209,18-25,Female,$150-200k,5,Arlington, VA,6,No,Door-to-Door,Credit Card,2,60031,14,Essence,Booth
8169,Southeast,Lemonades,7,42,4/6/2024,1166,36-45,Male,$150-200k,4,Pineville, NC,6,Yes,Door-to-Door,Mobile Payment,2,2674,11,Piper,Online
8170,Northeast,Samoas,3,18,2/15/2024,1283,26-35,Female,$100-150k,5,Scranton, PA,6,No,Door-to-Door,Cash,5,52145,18,Willow,Online
8171,Southeast,Tagalongs,4,24,5/15/2024,1423,26-35,Female,$150-200k,6,East Point, GA,6,No,Online,Credit Card,4,30344,19,Zoe,Door-to-Door
8172,West,Thin Mints,7,42,8/25/2024,1201,18-25,Female,$100-150k,2,Beaverton, OR,6,Yes,Booth,Credit Card,4,81503,8,Kamora,Door-to-Door
8173,Northeast,Samoas,6,36,8/21/2024,1154,18-25,Male,<$50k,3,Albany, NY,6,No,Booth,Credit Card,2,1188,15,Amber,Online
8174,Midwest,Samoas,3,18,9/21/2024,1295,18-25,Male,$150-200k,6,Dublin, OH,6,Yes,Door-to-Door,Mobile Payment,3,6086,9,Sophia,Online
8175,South,Do-si-dos,9,54,9/5/2024,1274,18-25,Female,<$50k,4,Dallas, TX,6,No,Door-to-Door,Cash,5,3352,8,Emily,Booth
8176,Northeast,Trefoils,10,60,3/17/2024,1226,36-45,Female,<$50k,5,Jersey City, NJ,6,Yes,Online,Mobile Payment,2,12316,17,Lucy,Door-to-Door
8177,Northeast,Samoas,8,48,7/11/2024,1430,46-55,Female,$50-100k,3,Bayonne, NJ,6,No,Online,Cash,3,12052,17,Annie,Online
8178,Southeast,Tagalongs,2,12,6/21/2024,1038,46-55,Male,$100-150k,3,Coconut Grove, FL,6,No,Booth,Mobile Payment,4,2413,10,Itali,Online
8179,South,Samoas,10,60,6/8/2024,1323,18-25,Male,<$50k,5,Alexandria, VA,6,No,Booth,Cash,5,1330,14,Ayanna,Online
8180,Northeast,Samoas,3,18,5/4/2024,1030,36-45,Female,$100-150k,2,New York, NY,6,No,Booth,Cash,5,3990,8,Kennedy,Booth
8181,Northeast,Lemon-Ups,5,30,3/24/2024,1159,26-35,Female,<$50k,4,Scranton, PA,6,No,Booth,Mobile Payment,4,52145,18,Willow,Online
8182,Southeast,Girl Scout S'mores,9,54,1/7/2024,1498,46-55,Female,$150-200k,4,Morrisville, NC,6,No,Door-to-Door,Credit Card,5,407,16,Eleanor,Online
8183,Northeast,Samoas,10,60,5/5/2024,1275,18-25,Female,$100-150k,3,Dunmore, PA,6,No,Booth,Cash,2,50062,18,Grace,Door-to-Door
8184,South,Thin Mints,6,36,4/7/2024,1182,46-55,Female,$50-100k,3,Yukon, OK,6,Yes,Door-to-Door,Cash,3,358,14,Quinn,Online
8185,Southeast,Tagalongs,4,24,10/21/2024,1270,18-25,Male,$100-150k,3,Apex, NC,6,Yes,Booth,Cash,5,02584,16,Naima,Booth
8186,Northeast,Thin Mints,2,12,1/28/2024,1225,18-25,Female,$150-200k,6,Wethersfield, CT,6,No,Online,Credit Card,5,10288,9,Delilah,Door-to-Door
8187,Northeast,Thin Mints,10,60,6/15/2024,1004,26-35,Female,$50-100k,2,Washington, DC,6,Yes,Booth,Credit Card,2,2612,14,Arabella,Booth
8188,Midwest,Girl Scout S'mores,5,30,7/6/2024,1322,18-25,Male,$150-200k,4,Hilliard, OH,6,Yes,Door-to-Door,Mobile Payment,4,5957,9,Ella,Booth
8189,Southeast,Girl Scout S'mores,2,12,9/9/2024,1123,26-35,Female,$100-150k,2,Charlotte, NC,6,No,Door-to-Door,Credit Card,2,41,20,Alexis,Online
8190,Southeast,Thin Mints,7,42,7/15/2024,1164,46-55,Male,$150-200k,2,Orange Park, FL,6,No,Door-to-Door,Mobile Payment,4,31008,11,Maya,Booth
8191,Southeast,Do-si-dos,7,42,9/11/2024,1333,18-25,Female,<$50k,5,St. Augustine, FL,6,No,Door-to-Door,Credit Card,2,53021,8,Autumn,Booth
8192,Southeast,Toast-Yay!,1,6,8/5/2024,1336,18-25,Female,$100-150k,2,St. Augustine, FL,6,No,Online,Mobile Payment,5,53021,12,Autumn,Online
8193,Northeast,Do-si-dos,7,42,9/17/2024,1188,26-35,Female,$50-100k,5,Dunmore, PA,6,Yes,Online,Mobile Payment,3,50062,18,Grace,Booth
8194,Northeast,Trefoils,3,18,4/21/2024,1301,26-35,Male,$150-200k,6,Washington, DC,6,Yes,Booth,Mobile Payment,3,2612,14,Arabella,Online
8195,Northeast,Samoas,2,12,8/5/2024,1293,46-55,Female,$150-200k,3,Colonie, NY,6,Yes,Door-to-Door,Credit Card,5,1014,15,Chloe,Online
8196,Northeast,Thin Mints,7,42,6/17/2024,1422,36-45,Female,$150-200k,3,Brooklyn, NY,6,No,Door-to-Door,Cash,3,2524,10,Teyana,Door-to-Door
8197,Northeast,Trefoils,5,30,4/30/2024,1096,18-25,Female,$150-200k,3,New York, NY,6,Yes,Online,Credit Card,5,3990,18,Kennedy,Online
8198,Northeast,Samoas,4,24,3/27/2024,1042,26-35,Male,$100-150k,6,New York, NY,6,Yes,Door-to-Door,Credit Card,2,3990,12,Kennedy,Door-to-Door
8199,South,Trefoils,3,18,7/31/2024,1346,18-25,Male,$150-200k,6,Falls Church, VA,6,No,Online,Mobile Payment,5,4211,14,Lily,Door-to-Door
8200,West,Do-si-dos,1,6,5/11/2024,1181,26-35,Male,$100-150k,6,Beaverton, OR,6,Yes,Booth,Cash,5,81503,8,Kamora,Booth
8201,Northeast,Lemon-Ups,4,24,3/1/2024,1087,36-45,Male,$50-100k,4,New York, NY,6,No,Online,Cash,5,3990,8,Kennedy,Door-to-Door
8202,Northeast,Samoas,3,18,6/29/2024,1334,18-25,Female,$50-100k,4,Bronx, NY,6,No,Online,Cash,2,1236,19,Sydney,Door-to-Door
8203,Southeast,Trefoils,8,48,4/13/2024,1018,18-25,Male,$100-150k,4,Morrisville, NC,6,Yes,Door-to-Door,Cash,4,407,16,Eleanor,Booth
8204,Northeast,Trefoils,10,60,2/5/2024,1432,26-35,Female,$50-100k,5,Colonie, NY,6,Yes,Online,Cash,3,1014,15,Chloe,Online
8205,Northeast,Thin Mints,1,6,8/5/2024,1057,46-55,Female,<$50k,3,Bloomfield, CT,6,Yes,Door-to-Door,Cash,4,10318,13,Bianca,Door-to-Door
8206,Southeast,Thin Mints,1,6,1/11/2024,1086,26-35,Male,$100-150k,4,Charlotte, NC,6,Yes,Booth,Mobile Payment,3,41,20,Alexis,Booth
8207,Southeast,Thin Mints,7,42,7/24/2024,1020,26-35,Female,$50-100k,2,Tucker, GA,6,Yes,Door-to-Door,Cash,1,15239,19,Isla,Door-to-Door
8208,Southeast,Thin Mints,9,54,4/13/2024,1202,46-55,Male,$100-150k,2,Apex, NC,6,No,Booth,Mobile Payment,1,02584,16,Naima,Online
8209,Northeast,Do-si-dos,4,24,3/26/2024,1221,26-35,Female,$50-100k,4,Staten Island, NY,6,No,Online,Mobile Payment,3,75312,12,Reagan,Door-to-Door
8210,South,Samoas,10,60,4/7/2024,1179,26-35,Female,$100-150k,4,Moore, OK,6,No,Online,Mobile Payment,4,3637,10,Audrey,Online
8211,Midwest,Thin Mints,7,42,2/26/2024,1198,18-25,Male,<$50k,4,Columbus, OH,6,Yes,Booth,Cash,5,6824,9,Isabella,Online
8212,Northeast,Do-si-dos,10,60,5/12/2024,1120,26-35,Female,$150-200k,3,Queens, NY,6,Yes,Booth,Cash,2,4032,12,Elena,Booth
8213,Southeast,Lemonades,7,42,9/9/2024,1444,26-35,Female,$150-200k,6,Mount Holly, NC,6,Yes,Door-to-Door,Credit Card,4,13400,9,Penelope,Online
8214,Southeast,Tagalongs,9,54,4/3/2024,1498,46-55,Female,$150-200k,4,Morrisville, NC,6,No,Booth,Cash,4,407,16,Eleanor,Online
8215,Southeast,Lemon-Ups,5,30,7/5/2024,1378,18-25,Male,$150-200k,3,Marietta, GA,6,Yes,Booth,Cash,5,17534,19,Aurora,Booth
8216,Northeast,Thin Mints,8,48,4/20/2024,1364,36-45,Female,$100-150k,3,Hoboken, NJ,6,Yes,Online,Credit Card,5,12019,17,Layla,Booth
8217,Northeast,Samoas,1,6,9/9/2024,1055,36-45,Female,<$50k,4,Jersey City, NJ,6,Yes,Door-to-Door,Cash,1,12316,17,Lucy,Booth
8218,Northeast,Thin Mints,5,30,10/3/2024,1151,26-35,Female,$150-200k,4,Washington, DC,6,Yes,Door-to-Door,Mobile Payment,4,2612,14,Arabella,Booth
8219,South,Samoas,7,42,5/29/2024,1161,36-45,Female,$50-100k,3,Irving, TX,6,No,Door-to-Door,Mobile Payment,5,2278,8,Nora,Online
8220,Northeast,Samoas,4,24,3/17/2024,1283,26-35,Female,$100-150k,5,Scranton, PA,6,No,Booth,Credit Card,2,52145,18,Willow,Online
8221,Northeast,Thin Mints,5,30,8/13/2024,1243,18-25,Male,<$50k,6,New Britain, CT,6,No,Booth,Mobile Payment,5,66731,17,Brianna,Booth
8222,Northeast,Samoas,10,60,5/26/2024,1434,18-25,Male,$100-150k,2,Brooklyn, NY,6,Yes,Online,Cash,2,2524,17,Teyana,Online
8223,Northeast,Thin Mints,5,30,7/19/2024,1092,46-55,Female,<$50k,2,Secaucus, NJ,6,No,Online,Credit Card,1,10289,17,Ivy,Door-to-Door
8224,Southeast,Thin Mints,8,48,9/4/2024,1126,46-55,Female,$100-150k,5,Morrisville, NC,6,Yes,Booth,Cash,4,407,16,Eleanor,Online
8225,Northeast,Samoas,8,48,2/22/2024,1412,46-55,Female,$150-200k,5,Colonie, NY,6,Yes,Online,Mobile Payment,1,1014,15,Chloe,Door-to-Door
8226,Northeast,Do-si-dos,3,18,9/6/2024,1081,18-25,Female,<$50k,2,Scranton, PA,6,No,Online,Cash,3,52145,18,Willow,Booth
8227,Northeast,Tagalongs,10,60,4/27/2024,1303,26-35,Female,$50-100k,6,Washington, DC,6,Yes,Booth,Credit Card,3,2612,14,Arabella,Booth
8228,Southeast,Thin Mints,4,24,8/2/2024,1462,26-35,Female,$50-100k,5,Callahan, FL,6,Yes,Booth,Cash,4,63013,16,De'ana,Booth
8229,Northeast,Samoas,8,48,8/30/2024,1486,36-45,Male,$150-200k,3,Brooklyn, NY,6,No,Booth,Credit Card,2,2524,14,Teyana,Online
8230,Northeast,Samoas,6,36,1/3/2024,1189,18-25,Female,$100-150k,2,Pittston, PA,6,No,Door-to-Door,Cash,3,3088,18,Daisy,Online
8231,West,Thin Mints,6,36,2/16/2024,1455,26-35,Male,<$50k,3,Scottsdale, AZ,6,No,Booth,Credit Card,5,128,13,Lydia,Booth
8232,Southeast,Trefoils,2,12,7/1/2024,1013,26-35,Male,<$50k,2,Miami, FL,6,Yes,Online,Cash,5,2417,10,Ruby,Online
8233,West,Tagalongs,9,54,1/25/2024,1190,36-45,Female,$150-200k,5,Las Vegas, NV,6,Yes,Booth,Cash,1,676,20,Victoria,Booth
8234,West,Thin Mints,1,6,3/3/2024,1317,26-35,Female,<$50k,2,Milwaukie, OR,6,Yes,Online,Cash,1,11886,8,Alice,Door-to-Door
8235,Northeast,Thin Mints,9,54,7/19/2024,1301,26-35,Male,$150-200k,6,Washington, DC,6,Yes,Booth,Mobile Payment,1,2612,14,Arabella,Door-to-Door
8236,Northeast,Trefoils,7,42,2/4/2024,1500,36-45,Female,$100-150k,5,New Britain, CT,6,Yes,Online,Cash,1,66731,16,Brianna,Online
8237,West,Do-si-dos,8,48,7/21/2024,1452,26-35,Female,<$50k,2,Paradise, NV,6,No,Online,Credit Card,4,396,20,Leah,Door-to-Door
8238,Southeast,Samoas,3,18,1/12/2024,1435,26-35,Female,$150-200k,2,Mount Holly, NC,6,Yes,Door-to-Door,Credit Card,3,13400,13,Penelope,Online
8239,South,Samoas,3,18,8/10/2024,1391,18-25,Male,$100-150k,5,Choctaw, OK,6,No,Booth,Mobile Payment,5,371,10,Mecca,Booth
8240,Northeast,Tagalongs,8,48,3/11/2024,1168,46-55,Male,<$50k,6,Clarks Summit, PA,6,Yes,Online,Mobile Payment,3,50801,18,Maria,Booth
8241,Northeast,Thin Mints,8,48,8/17/2024,1171,46-55,Female,<$50k,3,Washington, DC,6,Yes,Online,Cash,1,2612,14,Arabella,Door-to-Door
8242,Southeast,Caramel Chocolate Chip,8,48,5/12/2024,1411,46-55,Female,<$50k,2,Huntersville, NC,6,Yes,Online,Cash,5,3491,9,Gabriella,Online
8243,Midwest,Tagalongs,5,30,10/24/2024,1105,18-25,Male,$150-200k,3,Powell, OH,6,Yes,Booth,Mobile Payment,3,5169,9,Sadie,Booth
8244,Southeast,Samoas,3,18,3/12/2024,1262,36-45,Female,$100-150k,6,Alpharetta, GA,6,No,Door-to-Door,Cash,4,20626,8,Nia,Online
8245,Northeast,Thin Mints,3,18,2/1/2024,1244,46-55,Female,<$50k,4,Colonie, NY,6,Yes,Booth,Credit Card,5,1014,15,Chloe,Online
8246,Northeast,Do-si-dos,3,18,2/12/2024,1296,46-55,Male,$150-200k,3,Bethesda, MD,6,No,Online,Cash,1,2059,14,Roxy,Online
8247,Southeast,Do-si-dos,1,6,8/15/2024,1292,36-45,Male,$50-100k,4,Hialeah, FL,6,No,Door-to-Door,Mobile Payment,2,2564,10,Amelia,Booth
8248,Northeast,Adventurefuls,7,42,1/17/2024,1329,26-35,Female,$150-200k,2,Hoboken, NJ,6,Yes,Online,Credit Card,1,12019,17,Layla,Door-to-Door
8249,Northeast,Trefoils,10,60,1/4/2024,1246,26-35,Female,$150-200k,2,Secaucus, NJ,6,No,Online,Credit Card,2,10289,17,Ivy,Online
8250,West,Thin Mints,4,24,9/16/2024,1190,36-45,Female,$150-200k,5,Las Vegas, NV,6,Yes,Online,Cash,1,676,20,Victoria,Door-to-Door
8251,West,Toast-Yay!,5,30,6/29/2024,1103,18-25,Male,$50-100k,6,Pasadena, CA,6,No,Door-to-Door,Credit Card,5,4161,11,Eva,Online
8252,Northeast,Do-si-dos,6,36,9/7/2024,1238,18-25,Female,$50-100k,3,Bethesda, MD,6,Yes,Booth,Credit Card,2,2059,14,Roxy,Door-to-Door
8253,West,Trefoils,7,42,1/22/2024,1144,26-35,Female,$50-100k,6,Milwaukie, OR,6,Yes,Door-to-Door,Credit Card,4,11886,8,Alice,Online
8254,Northeast,Thin Mints,3,18,1/12/2024,1424,36-45,Female,$150-200k,3,Colonie, NY,6,Yes,Booth,Mobile Payment,3,1014,15,Chloe,Booth
8255,South,Do-si-dos,6,36,7/14/2024,1490,26-35,Female,$50-100k,6,Falls Church, VA,6,Yes,Booth,Credit Card,4,4211,14,Lily,Door-to-Door
8256,Southeast,Adventurefuls,3,18,9/5/2024,1078,26-35,Male,$50-100k,6,Alpharetta, GA,6,Yes,Booth,Credit Card,5,20626,8,Nia,Online
8257,Southeast,Lemon-Ups,9,54,10/10/2024,1390,26-35,Male,$150-200k,3,Apex, NC,6,No,Door-to-Door,Credit Card,1,02584,16,Naima,Online
8258,Northeast,Thin Mints,4,24,10/16/2024,1229,36-45,Male,$150-200k,3,New Britain, CT,6,No,Door-to-Door,Cash,1,66731,16,Brianna,Booth
8259,Northeast,Adventurefuls,5,30,10/11/2024,1004,26-35,Female,$50-100k,2,Washington, DC,6,No,Booth,Credit Card,5,2612,14,Arabella,Online
8260,Northeast,Thin Mints,6,36,8/3/2024,1439,18-25,Male,<$50k,3,New Britain, CT,6,Yes,Door-to-Door,Credit Card,1,66731,13,Brianna,Door-to-Door
8261,Southeast,Thin Mints,3,18,2/22/2024,1447,36-45,Male,$150-200k,5,Raleigh, NC,6,No,Booth,Credit Card,5,1048,16,Josephine,Booth
8262,Southeast,Trefoils,9,54,4/17/2024,1353,46-55,Male,$150-200k,3,Yulee, FL,6,Yes,Door-to-Door,Cash,4,71734,16,Aaliyah,Booth
8263,Midwest,Thin Mints,6,36,6/9/2024,1340,26-35,Female,$100-150k,3,Dublin, OH,6,No,Online,Credit Card,5,6086,9,Sophia,Door-to-Door
8264,Northeast,Samoas,1,6,1/18/2024,1419,18-25,Female,$100-150k,6,Hoboken, NJ,6,Yes,Door-to-Door,Credit Card,2,12019,17,Layla,Online
8265,Southeast,Thin Mints,3,18,8/25/2024,1242,36-45,Female,$50-100k,3,Mount Pleasant, SC,6,Yes,Online,Cash,4,3033,17,Addison,Door-to-Door
8266,South,Tagalongs,4,24,6/21/2024,1251,36-45,Male,$100-150k,3,Collierville, TN,6,No,Online,Cash,3,13258,11,Ava,Door-to-Door
8267,Northeast,Thin Mints,7,42,5/24/2024,1495,46-55,Male,$50-100k,2,Dunmore, PA,6,No,Door-to-Door,Credit Card,2,50062,18,Grace,Door-to-Door
8268,Southeast,Do-si-dos,2,12,9/2/2024,1292,36-45,Male,$50-100k,4,Hialeah, FL,6,Yes,Booth,Credit Card,2,2564,10,Amelia,Online
8269,West,Do-si-dos,8,48,7/22/2024,1279,46-55,Male,$100-150k,5,Portland, OR,6,Yes,Booth,Credit Card,1,10457,8,Eliana,Booth
8270,Southeast,Samoas,6,36,7/10/2024,1217,18-25,Male,$150-200k,3,Milton, GA,6,Yes,Door-to-Door,Mobile Payment,5,18529,8,Claire,Booth
8271,Midwest,Tagalongs,7,42,7/27/2024,1199,18-25,Male,$100-150k,2,Hilliard, OH,6,No,Door-to-Door,Cash,4,5957,9,Ella,Door-to-Door
8272,Southeast,Tagalongs,2,12,8/18/2024,1250,26-35,Female,$100-150k,3,Middleburg, FL,6,No,Door-to-Door,Cash,4,31115,8,Lila,Online
8273,West,Samoas,7,42,1/16/2024,1389,46-55,Male,<$50k,3,Henderson, NV,6,No,Online,Cash,4,79,20,Abigail,Online
8274,West,Thin Mints,8,48,8/14/2024,1418,36-45,Female,$100-150k,6,Hillsboro, OR,6,No,Online,Cash,1,10777,8,Mia,Booth
8275,Southeast,Girl Scout S'mores,9,54,5/10/2024,1482,18-25,Female,<$50k,5,Coconut Grove, FL,6,No,Booth,Mobile Payment,1,2413,10,Itali,Online
8276,Southeast,Thin Mints,9,54,1/2/2024,1191,26-35,Female,$150-200k,3,Pineville, NC,6,Yes,Booth,Cash,2,2674,16,Piper,Door-to-Door
8277,Northeast,Trefoils,3,18,9/12/2024,1069,18-25,Male,$100-150k,5,New York, NY,6,No,Booth,Cash,4,3990,9,Kennedy,Booth
8278,Midwest,Tagalongs,5,30,1/30/2024,1026,18-25,Male,$150-200k,3,Columbus, OH,6,No,Door-to-Door,Credit Card,3,6824,9,Isabella,Booth
8279,Northeast,Tagalongs,8,48,8/6/2024,1104,18-25,Female,$50-100k,6,Wilkes-Barre, PA,6,Yes,Booth,Cash,2,30130,18,Emilia,Door-to-Door
8280,Southeast,Do-si-dos,6,36,4/14/2024,1090,46-55,Male,$100-150k,3,Charlotte, NC,6,No,Online,Cash,3,41,11,Alexis,Booth
8281,Northeast,Samoas,8,48,4/13/2024,1428,46-55,Female,$100-150k,4,Brooklyn, NY,6,No,Online,Cash,3,2524,11,Teyana,Booth
8282,South,Thin Mints,7,42,2/22/2024,1494,46-55,Female,<$50k,4,Falls Church, VA,6,No,Booth,Credit Card,5,4211,14,Lily,Booth
8283,Northeast,Samoas,5,30,6/4/2024,1272,26-35,Female,$100-150k,5,Silver Spring, MD,6,No,Booth,Cash,3,42185,14,Jasmine,Online
8284,Southeast,Samoas,4,24,9/7/2024,1310,36-45,Female,$50-100k,2,Mint Hill, NC,6,No,Online,Mobile Payment,1,547,9,Luna,Online
8285,South,Trefoils,2,12,10/22/2024,1438,36-45,Male,$100-150k,5,Collierville, TN,6,Yes,Online,Mobile Payment,5,13258,11,Ava,Booth
8286,Southeast,Trefoils,10,60,4/17/2024,1249,36-45,Male,$50-100k,5,Coconut Grove, FL,6,No,Door-to-Door,Credit Card,1,2413,10,Itali,Online
8287,Southeast,Samoas,2,12,9/25/2024,1085,26-35,Male,$100-150k,4,Charlotte, NC,6,Yes,Online,Mobile Payment,5,41,13,Alexis,Online
8288,Midwest,Samoas,6,36,4/23/2024,1322,18-25,Male,$150-200k,4,Hilliard, OH,6,Yes,Online,Credit Card,1,5957,9,Ella,Door-to-Door
8289,South,Trefoils,6,36,7/14/2024,1383,18-25,Female,$100-150k,4,Del City, OK,6,No,Online,Mobile Payment,2,425,19,Olivia,Door-to-Door
8290,West,Do-si-dos,3,18,3/6/2024,1190,36-45,Female,$150-200k,5,Las Vegas, NV,6,No,Door-to-Door,Cash,2,676,20,Victoria,Online
8291,Southeast,Tagalongs,9,54,8/29/2024,1152,18-25,Female,$100-150k,2,Morrisville, NC,6,No,Online,Cash,5,407,16,Eleanor,Door-to-Door
8292,Southeast,Adventurefuls,1,6,10/4/2024,1282,36-45,Female,$150-200k,3,Middleburg, FL,6,No,Booth,Mobile Payment,2,31115,13,Lila,Door-to-Door
8293,Southeast,Thin Mints,2,12,4/7/2024,1449,26-35,Female,$150-200k,5,Garner, NC,6,Yes,Online,Credit Card,3,324,16,Charlotte,Online
8294,West,Thin Mints,4,24,5/15/2024,1145,46-55,Female,<$50k,4,Las Vegas, NV,6,Yes,Online,Cash,2,676,20,Victoria,Booth
8295,Northeast,Tagalongs,8,48,1/3/2024,1334,18-25,Female,$50-100k,4,Bronx, NY,6,Yes,Booth,Mobile Payment,5,1236,19,Sydney,Door-to-Door
8296,Northeast,Trefoils,4,24,6/18/2024,1430,46-55,Female,$50-100k,3,Bayonne, NJ,6,Yes,Booth,Cash,5,12052,17,Annie,Online
8297,Northeast,Samoas,3,18,8/11/2024,1130,18-25,Male,<$50k,5,Albany, NY,6,Yes,Door-to-Door,Mobile Payment,2,1188,15,Amber,Online
8298,Midwest,Thin Mints,5,30,7/4/2024,1199,18-25,Male,$100-150k,2,Hilliard, OH,6,Yes,Door-to-Door,Mobile Payment,5,5957,9,Ella,Online
